version,sha256,path,os_name,os_arch
3.10.19,da942aaebeb76f8b19a0ba120bec1a7951efe12ca610457ab2cd97e559c3a5b5,pythons/3.10.19/ubuntu-22-04-arm64-da942aaebeb76f8b19a0ba120bec1a7951efe12ca610457ab2cd97e559c3a5b5.tar,ubuntu 22.04,arm64
3.10.19,ec94082bcde0533e616dbfbeb336d9c919237d784b6e6e9bf96797d2df26142b,pythons/3.10.19/ubuntu-22-04-x86_64-ec94082bcde0533e616dbfbeb336d9c919237d784b6e6e9bf96797d2df26142b.tar,ubuntu 22.04,x86_64
3.10.19,f1a1cbea90b7f3f1704cfed6e5ba59eb2a5289ace2df96aaa93cbaf39ebee365,pythons/3.10.19/ubuntu-24-04-arm64-f1a1cbea90b7f3f1704cfed6e5ba59eb2a5289ace2df96aaa93cbaf39ebee365.tar,ubuntu 24.04,arm64
3.10.19,109f03dc59435e61f847558f9e60be4ce03a17beca6b606a943d49f6d33ebdb7,pythons/3.10.19/ubuntu-24-04-x86_64-109f03dc59435e61f847558f9e60be4ce03a17beca6b606a943d49f6d33ebdb7.tar,ubuntu 24.04,x86_64
3.10.20,621c09beac1b9fe9f5564f1587a7460fb2fbb4316b8d6c922af65c26d13d809f,pythons/3.10.20/ubuntu-22-04-arm64-621c09beac1b9fe9f5564f1587a7460fb2fbb4316b8d6c922af65c26d13d809f.tar,ubuntu 22.04,arm64
3.10.20,7ee185ae84e7cfce7c6e70b1d32acfa42a1e615c5cecfe46e4f4d29af62761fd,pythons/3.10.20/ubuntu-22-04-x86_64-7ee185ae84e7cfce7c6e70b1d32acfa42a1e615c5cecfe46e4f4d29af62761fd.tar,ubuntu 22.04,x86_64
3.10.20,8bd8dfb61666d1f0181bd6a45d450041eb75a7de24d69a18ba93a87fd5b04e15,pythons/3.10.20/ubuntu-24-04-arm64-8bd8dfb61666d1f0181bd6a45d450041eb75a7de24d69a18ba93a87fd5b04e15.tar,ubuntu 24.04,arm64
3.10.20,986e2a24bc7a1008f0e6d72305e2e81f706e54e2e94255790ec53f1843248d25,pythons/3.10.20/ubuntu-24-04-x86_64-986e2a24bc7a1008f0e6d72305e2e81f706e54e2e94255790ec53f1843248d25.tar,ubuntu 24.04,x86_64
3.11.0,91b9ed1faba49ccf12d0f25816d8353a2aad174a7bd09a49e3455993ba30d1e4,pythons/3.11.0/ubuntu-22-04-arm64-91b9ed1faba49ccf12d0f25816d8353a2aad174a7bd09a49e3455993ba30d1e4.tar,ubuntu 22.04,arm64
3.11.0,797b1a50aa101145ddc64cd64a267630bd9ba4b4b5661cda6de5c8d94a67d12a,pythons/3.11.0/ubuntu-22-04-x86_64-797b1a50aa101145ddc64cd64a267630bd9ba4b4b5661cda6de5c8d94a67d12a.tar,ubuntu 22.04,x86_64
3.11.0,7f8ada737f3f630aac0173232ae5a7cf56b71908f40534f21c6d2a909a6ce639,pythons/3.11.0/ubuntu-24-04-arm64-7f8ada737f3f630aac0173232ae5a7cf56b71908f40534f21c6d2a909a6ce639.tar,ubuntu 24.04,arm64
3.11.0,b326e15afed040a362b2def2bec2777af605f98a604b7591f2220d743da47727,pythons/3.11.0/ubuntu-24-04-x86_64-b326e15afed040a362b2def2bec2777af605f98a604b7591f2220d743da47727.tar,ubuntu 24.04,x86_64
